propozitie,cuvant,stadio88,iulia,user,petru,victor,sergiu,stadio88_iulia,stadio88_user,stadio88_petru,stadio88_victor,stadio88_sergiu,iulia_user,iulia_petru,iulia_victor,iulia_sergiu,user_petru,user_victor,user_sergiu,petru_victor,petru_sergiu,victor_sergiu,Agreement,Inter-rater Reliability
"Acesta prezintă în mod repetat ilustrații ale cercetașilor în scene însorite de munte, fără niciun fel de pălării.",ilustrații,2,2,1,1,2,2,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,7,
"Acesta prezintă în mod repetat ilustrații ale cercetașilor în scene însorite de munte, fără niciun fel de pălării.",niciun,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"A fost descoperită  de tonți  și de alți vorbitori de engleză și, pentru o vreme,  postarea  între cele două limbi a înflorit.",descoperită,2,4,1,1,2,2,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4,
"A fost descoperită de tonți și de alți vorbitori de engleză și, pentru o vreme, postarea între cele două limbi a înflorit.",tonți,2,2,1,4,2,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,
"A fost descoperită de tonți și de alți vorbitori de engleză și, pentru o vreme, postarea între cele două limbi a înflorit.",postarea,1,5,2,2,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,3,
"Vă va duce la pagina care corespunde  cererii dumneavoastră, altfel  va afișa  rezultatele căutării.",corespunde,1,4,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,
"Vă va duce la pagina care corespunde cererii dumneavoastră, altfel va afișa rezultatele căutării.",altfel,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"Vă va duce la pagina care corespunde cererii dumneavoastră, altfel va afișa rezultatele căutării.",afișa,1,4,1,1,2,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,6,
"Hidrogenul  său este ușor de îndepărtat, astfel încât serina  și treonina acționează adesea ca donatori  de hidrogen în enzime.",Hidrogenul,2,4,2,2,2,4,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,7,
"Hidrogenul său este ușor de îndepărtat, astfel încât serina și treonina acționează adesea ca donatori de hidrogen în enzime.",serina,4,5,4,5,4,5,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6,
"Hidrogenul său este ușor de îndepărtat, astfel încât serina și treonina acționează adesea ca donatori de hidrogen în enzime.",donatori,2,4,2,2,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,
"James a fost răsturnat  (din punct de vedere tehnic  a fost abdicat  de Parlament) în Revoluția Glorioasă din 1688, care a avut loc fără vărsare de sânge.",răsturnat,1,4,1,2,2,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,
"James a fost răsturnat (din punct de vedere tehnic a fost abdicat de Parlament) în Revoluția Glorioasă din 1688, care a avut loc fără vărsare de sânge.",tehnic,1,4,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,
"James a fost răsturnat (din punct de vedere tehnic a fost abdicat de Parlament) în Revoluția Glorioasă din 1688, care a avut loc fără vărsare de sânge.",abdicat,2,4,2,2,4,2,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,7,
"În cele din urmă, studiul a  analizat  conversia fosfolipidelor  bogate  în polinesaturate în triacilgliceride prin intermediul unei căi a fosfolipazei  C.",analizat,2,2,1,2,2,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
"În cele din urmă, studiul a analizat conversia fosfolipidelor bogate în polinesaturate în triacilgliceride prin intermediul unei căi a fosfolipazei C.",bogate,1,4,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"În cele din urmă, studiul a analizat conversia fosfolipidelor bogate în polinesaturate în triacilgliceride prin intermediul unei căi a fosfolipazei C.",fosfolipazei,4,5,5,4,5,5,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,7,
"Structurile cu puncte Lewis sunt utile pentru a introduce ideea de covalență  și de legătură  în moleculele mici, dar alte tipuri de modele au o capacitate mult mai mare de a comunica   concepte chimice.",covalență,4,5,4,5,4,4,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"Structurile cu puncte Lewis sunt utile pentru a introduce ideea de covalență și de legătură în moleculele mici, dar alte tipuri de modele au o capacitate mult mai mare de a comunica concepte chimice.",legătură,4,2,1,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,
"Structurile cu puncte Lewis sunt utile pentru a introduce ideea de covalență și de legătură în moleculele mici, dar alte tipuri de modele au o capacitate mult mai mare de a comunica concepte chimice.",comunica,2,4,2,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,4,
"Ca și în cazul creării de tablouri  fără alocare dinamică , programatorul trebuie să inițializeze tabloul  cu valori sensibile înainte de a-l utiliza.",tablouri,2,4,4,1,2,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,
"Ca și în cazul creării de tablouri fără alocare dinamică, programatorul trebuie să inițializeze tabloul cu valori sensibile înainte de a-l utiliza.",dinamică,2,4,2,2,4,4,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,6,
"Ca și în cazul creării de tablouri fără alocare dinamică, programatorul trebuie să inițializeze tabloul cu valori sensibile înainte de a-l utiliza.",tabloul,4,4,2,1,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,
"Poșta este generată  intern de către sistemul Postfix însuși, pentru a notifica  poștașul  despre o problemă (această cale este, de asemenea, indicată cu săgeata fără etichetă).",generată,2,4,2,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Poșta este generată intern de către sistemul Postfix însuși, pentru a notifica poștașul despre o problemă (această cale este, de asemenea, indicată cu săgeata fără etichetă).",notifica,2,4,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,4,
"Poșta este generată intern de către sistemul Postfix însuși, pentru a notifica poștașul despre o problemă (această cale este, de asemenea, indicată cu săgeata fără etichetă).",poștașul,1,4,1,2,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,6,
Multe federații  folosesc aceste subvenții  pentru a corecta dezechilibrele dintre impozite și  cheltuieli  la diferite niveluri de guvernare.,federații,2,4,2,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
Multe federații folosesc aceste subvenții pentru a corecta dezechilibrele dintre impozite și cheltuieli la diferite niveluri de guvernare.,subvenții,2,2,2,2,2,3,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,10,
Multe federații folosesc aceste subvenții pentru a corecta dezechilibrele dintre impozite și cheltuieli la diferite niveluri de guvernare.,cheltuieli,1,4,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,
"Multe protiste  de apă dulce au vacuole  contractile care pompează excesul de apă din celulă, menținând astfel  o concentrație adecvată de ioni și molecule în interiorul celulei.",protiste,4,5,5,5,4,5,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,7,
"Multe protiste de apă dulce au vacuole contractile care pompează excesul de apă din celulă, menținând astfel o concentrație adecvată de ioni și molecule în interiorul celulei.",vacuole,4,4,4,4,4,5,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,10,
"Multe protiste de apă dulce au vacuole contractile care pompează excesul de apă din celulă, menținând astfel o concentrație adecvată de ioni și molecule în interiorul celulei.",astfel,1,2,1,1,2,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,7,
"Laptele este un aliment nutritiv  valoros, oferind vitamine și grăsimi  esențiale celor care îl pot digera în mod corespunzător .",nutritiv,2,2,1,2,2,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
"Laptele este un aliment nutritiv valoros, oferind vitamine și grăsimi esențiale celor care îl pot digera în mod corespunzător.",grăsimi,1,4,2,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,4,
"Laptele este un aliment nutritiv valoros, oferind vitamine și grăsimi esențiale celor care îl pot digera în mod corespunzător.",corespunzător,2,2,1,2,2,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
"Utilizarea modernă a emoticoanelor  în discuțiile electronice  se datorează , în general, unei propuneri din 1982.>>",emoticoanelor,1,4,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,
"Utilizarea modernă a emoticoanelor în discuțiile electronice se datorează, în general, unei propuneri din 1982.>>",electronice,2,4,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,4,
"Utilizarea modernă a emoticoanelor în discuțiile electronice se datorează, în general, unei propuneri din 1982.>>",datorează,2,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,4,
"Cele mai multe interogări DNS (cum ar fi cererile de rezolvare a numelui) utilizează conexiuni UDP, deoarece cantitatea de date transferate este mică, iar stabilirea sesiunii ar introduce  un trafic  și o sarcină inutile  asupra serverelor de nume.",introduce,1,4,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4,
"Cele mai multe interogări DNS (cum ar fi cererile de rezolvare a numelui) utilizează conexiuni UDP, deoarece cantitatea de date transferate este mică, iar stabilirea sesiunii ar introduce un trafic și o sarcină inutile asupra serverelor de nume.",trafic,2,4,2,1,2,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,
"Cele mai multe interogări DNS (cum ar fi cererile de rezolvare a numelui) utilizează conexiuni UDP, deoarece cantitatea de date transferate este mică, iar stabilirea sesiunii ar introduce un trafic și o sarcină inutile asupra serverelor de nume.",inutile,1,2,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,6,
Conflictele  multiple  consecutive  sunt observate și vor genera un mesaj ușor  diferit.,Conflictele,2,4,2,2,2,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
Conflictele multiple consecutive sunt observate și vor genera un mesaj ușor diferit.,consecutive,1,2,1,2,2,2,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,7,
Conflictele multiple consecutive sunt observate și vor genera un mesaj ușor diferit.,ușor,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"Aproape de sfârșitul războiului, Germania  încearcă  să lupte  pentru o ultimă luptă  cu Aliații.",încearcă,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"Aproape de sfârșitul războiului, Germania încearcă să lupte pentru o ultimă luptă cu Aliații.",lupte,1,4,1,2,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,6,
"Aproape de sfârșitul războiului, Germania încearcă să lupte pentru o ultimă luptă cu Aliații.",luptă,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Două sau mai multe state nu vor încheia niciun tratat, confederație sau alianță  între ele, fără consimțământul Statelor Unite în Congresul reunit, specificând cu exactitate  scopurile  pentru care se încheie și durata de valabilitate a acestuia.",alianță,2,2,1,2,2,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
"Două sau mai multe state nu vor încheia niciun tratat, confederație sau alianță între ele, fără consimțământul Statelor Unite în Congresul reunit, specificând cu exactitate scopurile pentru care se încheie și durata de valabilitate a acestuia.",exactitate,2,2,1,2,2,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
"Două sau mai multe state nu vor încheia niciun tratat, confederație sau alianță între ele, fără consimțământul Statelor Unite în Congresul reunit, specificând cu exactitate scopurile pentru care se încheie și durata de valabilitate a acestuia.",scopurile,1,2,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,6,
"Adesea, paginile de discuții  ale  subiectelor  controversate pot fi foarte intens  utilizate.",discuții,1,1,1,1,2,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,10,
"Adesea, paginile de discuții ale subiectelor controversate pot fi foarte intens utilizate.",subiectelor,1,4,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,
"Adesea, paginile de discuții ale subiectelor controversate pot fi foarte intens utilizate.",intens,1,2,1,2,2,2,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,7,
"Pe partea germană, însă, s-a format un decalaj între cele mai vestice  corpuri de armată, iar înaintarea  rapidă  a epuizat trupele.",vestice,1,2,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,6,
"Pe partea germană, însă, s-a format un decalaj între cele mai vestice corpuri de armată, iar înaintarea rapidă a epuizat trupele.",înaintarea,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"Pe partea germană, însă, s-a format un decalaj între cele mai vestice corpuri de armată, iar înaintarea rapidă a epuizat trupele.",rapidă,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Un lucru important de menționat  este faptul că caracterele pentru numerale  sunt reprezentate diferit de numărul lor corespunzător , i.e.",menționat,1,2,1,1,2,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,7,
"Un lucru important de menționat este faptul că caracterele pentru numerale sunt reprezentate diferit de numărul lor corespunzător, i.e.",numerale,2,4,1,1,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,
"Un lucru important de menționat este faptul că caracterele pentru numerale sunt reprezentate diferit de numărul lor corespunzător, i.e.",corespunzător,2,2,1,2,2,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
"La o săptămână de la ultimul comentariu, dacă participanții  au ajuns  în mare parte la un consens  cu privire la ceea ce trebuie făcut, un administrator va lua măsuri.",participanții,1,2,1,2,2,2,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,7,
"La o săptămână de la ultimul comentariu, dacă participanții au ajuns în mare parte la un consens cu privire la ceea ce trebuie făcut, un administrator va lua măsuri.",ajuns,1,2,1,1,2,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,7,
"La o săptămână de la ultimul comentariu, dacă participanții au ajuns în mare parte la un consens cu privire la ceea ce trebuie făcut, un administrator va lua măsuri.",consens,2,2,1,4,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,
"Doar Piatra Învierii i se pare dubioasă  pentru Hermione, deși Harry speră  că aceasta i-ar putea învia  părinții morți.",dubioasă,1,2,2,2,2,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,10,
"Doar Piatra Învierii i se pare dubioasă pentru Hermione, deși Harry speră că aceasta i-ar putea învia părinții morți.",speră,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Doar Piatra Învierii i se pare dubioasă pentru Hermione, deși Harry speră că aceasta i-ar putea învia părinții morți.",învia,1,2,1,2,1,2,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6,
"Chimia organică se concentrează  asupra carbonului și urmărește mișcarea electronilor în lanțurile și inelele de carbon, precum și modul în care electronii sunt împărțiți  cu alți atomi  de carbon și heteroatomi.",concentrează,1,2,1,2,1,2,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6,
"Chimia organică se concentrează asupra carbonului și urmărește mișcarea electronilor în lanțurile și inelele de carbon, precum și modul în care electronii sunt împărțiți cu alți atomi de carbon și heteroatomi.",împărțiți,1,4,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,4,
"Chimia organică se concentrează asupra carbonului și urmărește mișcarea electronilor în lanțurile și inelele de carbon, precum și modul în care electronii sunt împărțiți cu alți atomi de carbon și heteroatomi.",atomi,2,4,2,3,2,3,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,4,
"În timp, carnea se înmoaie  și își dezvoltă mai mult gustul, iar pentru anumite tipuri de carne acest proces poate fi prelungit  cu grijă  printr-un proces numit învechire.",înmoaie,1,4,1,2,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,6,
"În timp, carnea se înmoaie și își dezvoltă mai mult gustul, iar pentru anumite tipuri de carne acest proces poate fi prelungit cu grijă printr-un proces numit învechire.",prelungit,1,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,7,
"În timp, carnea se înmoaie și își dezvoltă mai mult gustul, iar pentru anumite tipuri de carne acest proces poate fi prelungit cu grijă printr-un proces numit învechire.",grijă,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
Imaginați-vă că deschideți capota  unei mașini și găsiți o mașină de spălat  în locul motorului .,capota,2,2,1,1,1,2,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,6,
Imaginați-vă că deschideți capota unei mașini și găsiți o mașină de spălat în locul motorului.,spălat,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
Imaginați-vă că deschideți capota unei mașini și găsiți o mașină de spălat în locul motorului.,motorului,1,4,1,2,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,6,
"Proiectele de lege private afectează o anumită companie, persoană sau altă entitate  (de exemplu, autorizarea unor construcții  majore pe anumite  terenuri publice).",entitate,2,4,2,2,2,4,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,7,
"Proiectele de lege private afectează o anumită companie, persoană sau altă entitate (de exemplu, autorizarea unor construcții majore pe anumite terenuri publice).",construcții,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"Proiectele de lege private afectează o anumită companie, persoană sau altă entitate (de exemplu, autorizarea unor construcții majore pe anumite terenuri publice).",anumite,1,2,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,6,
"Cu dimensiuni variate, de la  lacuri  de mari dimensiuni și văi închise la iazuri în miniatură, aceste depresiuni  au fost lăsate de gheața îngropată care s-a topit în cele din urmă .",lacuri,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Cu dimensiuni variate, de la lacuri de mari dimensiuni și văi închise la iazuri în miniatură, aceste depresiuni au fost lăsate de gheața îngropată care s-a topit în cele din urmă.",depresiuni,4,4,2,2,2,4,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,6,
"Cu dimensiuni variate, de la lacuri de mari dimensiuni și văi închise la iazuri în miniatură, aceste depresiuni au fost lăsate de gheața îngropată care s-a topit în cele din urmă.",urmă,1,2,1,1,1,2,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,7,
"Nu uitați că textul va curge și se va înfășura  diferit pentru alți utilizatori, în funcție de browserul ales   rezoluția ecranului, dimensiunea implicită  a fontului, opțiunile de accesibilitate, numărul de bare de instrumente și bare laterale (cum ar fi panourile de mesagerie instantanee) și altele.",înfășura,2,4,2,1,2,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,
"Nu uitați că textul va curge și se va înfășura diferit pentru alți utilizatori, în funcție de browserul ales rezoluția ecranului, dimensiunea implicită a fontului, opțiunile de accesibilitate, numărul de bare de instrumente și bare laterale (cum ar fi panourile de mesagerie instantanee) și altele.",ales,1,4,1,1,2,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,6,
"Nu uitați că textul va curge și se va înfășura diferit pentru alți utilizatori, în funcție de browserul ales rezoluția ecranului, dimensiunea implicită a fontului, opțiunile de accesibilitate, numărul de bare de instrumente și bare laterale (cum ar fi panourile de mesagerie instantanee) și altele.",implicită,2,2,2,2,2,4,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,10,
Respirația  de salvare este utilizată dacă victima  nu începe   să respire atunci când se deschid căile respiratorii.,Respirația,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7,
Respirația de salvare este utilizată dacă victima nu începe să respire atunci când se deschid căile respiratorii.,victima,1,4,1,1,2,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,6,
Respirația de salvare este utilizată dacă victima nu începe să respire atunci când se deschid căile respiratorii.,începe,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Tampoanele sensibile ale degetelor  noastre, folosite ca antene tactile, detectează cea mai mică  tresărire, încordare sau ezitare  de răspuns.",degetelor,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Tampoanele sensibile ale degetelor noastre, folosite ca antene tactile, detectează cea mai mică tresărire, încordare sau ezitare de răspuns.",mică,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"Tampoanele sensibile ale degetelor noastre, folosite ca antene tactile, detectează cea mai mică tresărire, încordare sau ezitare de răspuns.",ezitare,1,2,1,2,2,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,4,
"Ea aranjează  împrumutul unui reparator de la un concurent, dar între timp organizează  un număr mare de oameni cu lanterne într-un sistem manual  de semnalizare.",aranjează,1,4,1,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,
"Ea aranjează împrumutul unui reparator de la un concurent, dar între timp organizează un număr mare de oameni cu lanterne într-un sistem manual de semnalizare.",organizează,1,2,1,2,2,2,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,7,
"Ea aranjează împrumutul unui reparator de la un concurent, dar între timp organizează un număr mare de oameni cu lanterne într-un sistem manual de semnalizare.",manual,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"Fusese surprinsă  de faptul că Taggart trecuse  într-o zi, din senin, prin camera ei de mahala .",surprinsă,1,2,1,2,2,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,6,
"Fusese surprinsă de faptul că Taggart trecuse într-o zi, din senin, prin camera ei de mahala.",trecuse,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
"Fusese surprinsă de faptul că Taggart trecuse într-o zi, din senin, prin camera ei de mahala.",mahala,1,2,1,2,2,3,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,4,
"Deoarece majoritatea manualelor  sunt elaborate de către sau pe baza contribuțiilor  experților în domeniu, această cerință este, de obicei, bine respectată .",manualelor,1,4,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Deoarece majoritatea manualelor sunt elaborate de către sau pe baza contribuțiilor experților în domeniu, această cerință este, de obicei, bine respectată.",contribuțiilor,1,4,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,
"Deoarece majoritatea manualelor sunt elaborate de către sau pe baza contribuțiilor experților în domeniu, această cerință este, de obicei, bine respectată.",respectată,2,4,1,2,2,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,
Deoarece ideea elementară  de funcții este mai bine înțeleasă  din punct de vedere clasic  o vom folosi în continuare.,elementară,2,2,2,2,2,4,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,10,
Deoarece ideea elementară de funcții este mai bine înțeleasă din punct de vedere clasic o vom folosi în continuare.,înțeleasă,1,2,1,2,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,7,
Deoarece ideea elementară de funcții este mai bine înțeleasă din punct de vedere clasic o vom folosi în continuare.,clasic,2,4,1,1,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,
"Unele dintre aceste variații se referă la comisioane, protecția împotriva descoperirilor  de cont, soldurile  minime , legăturile permise între conturi (de exemplu, conturi curente  și de economii) și regulile de deschidere a contului.",descoperirilor,4,4,1,2,2,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,
"Unele dintre aceste variații se referă la comisioane, protecția împotriva descoperirilor de cont, soldurile minime, legăturile permise între conturi (de exemplu, conturi curente și de economii) și regulile de deschidere a contului.",minime,2,2,1,2,2,2,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,10,
"Unele dintre aceste variații se referă la comisioane, protecția împotriva descoperirilor de cont, soldurile minime, legăturile permise între conturi (de exemplu, conturi curente și de economii) și regulile de deschidere a contului.",curente,2,2,1,2,2,4,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,6,
"Este posibil ca unele părți să nu fie consumate niciodată, iar altele nu sunt procesate în mod  normal  ca și carne  cușer  în Statele Unite, din cauza muncii suplimentare pe care o implică.",normal,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Este posibil ca unele părți să nu fie consumate niciodată, iar altele nu sunt procesate în mod normal ca și carne cușer în Statele Unite, din cauza muncii suplimentare pe care o implică.",carne,1,2,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,10,
"Este posibil ca unele părți să nu fie consumate niciodată, iar altele nu sunt procesate în mod normal ca și carne cușer în Statele Unite, din cauza muncii suplimentare pe care o implică.",cușer,4,4,4,5,5,4,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,7,
"Unii elevi consideră că ablativul  este dificil, deoarece uneori seamănă cu nominativul  singular, cu dativul  plural sau cu niciunul dintre acestea.",ablativul,4,4,4,5,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,6,
"Unii elevi consideră că ablativul este dificil, deoarece uneori seamănă cu nominativul singular, cu dativul plural sau cu niciunul dintre acestea.",nominativul,2,4,2,2,4,4,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,6,
"Unii elevi consideră că ablativul este dificil, deoarece uneori seamănă cu nominativul singular, cu dativul plural sau cu niciunul dintre acestea.",dativul,1,4,2,2,2,4,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,4,
Uneori va trebui să manipulați  expresii  într-o formă utilizabilă înainte de a putea efectua  operații de calcul.,manipulați,2,4,2,2,2,3,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,6,
Uneori va trebui să manipulați expresii într-o formă utilizabilă înainte de a putea efectua operații de calcul.,expresii,2,2,2,2,2,5,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,10,
Uneori va trebui să manipulați expresii într-o formă utilizabilă înainte de a putea efectua operații de calcul.,efectua,1,2,1,2,1,2,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6,
Oțelurile sunt adesea supuse la o varietate de tratamente termice  concepute pentru a produce diverse combinații de faze stabile  și  metastabile  ale fierului.,termice,2,4,1,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,6,
Oțelurile sunt adesea supuse la o varietate de tratamente termice concepute pentru a produce diverse combinații de faze stabile și metastabile ale fierului.,stabile,1,4,1,1,2,4,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,4,
Oțelurile sunt adesea supuse la o varietate de tratamente termice concepute pentru a produce diverse combinații de faze stabile și metastabile ale fierului.,metastabile,4,4,4,5,4,5,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,7,
O astfel de cavitate  poate oferi numeroase  avantaje funcționale .,cavitate,1,4,2,2,2,5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3,
O astfel de cavitate poate oferi numeroase avantaje funcționale.,numeroase,1,2,1,2,1,2,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,6,
O astfel de cavitate poate oferi numeroase avantaje funcționale.,funcționale,2,4,2,1,2,4,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,4,
"Un astfel de acces ar putea fi utilizat pentru autentificarea la conectare , crearea unui nou cont de utilizator sau salvarea de informații textuale  pentru a fi recuperate  și studiate în viitor.",conectare,2,4,1,2,2,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,4,
"Un astfel de acces ar putea fi utilizat pentru autentificarea la conectare, crearea unui nou cont de utilizator sau salvarea de informații textuale pentru a fi recuperate și studiate în viitor.",textuale,2,4,1,4,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,4,
